Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,#ERROR!,Team
"Feb 09, 2018 - MIA vs. MIL",W,32:22:00,15,3,7,42.9,0,0,0,9,10,90,1,9,10,3,0,2,2,4,-4,
"Feb 07, 2018 - MIA vs. HOU",L,15:02,5,2,2,100,0,0,0,1,1,100,2,3,5,2,0,2,1,2,-11,
"Feb 05, 2018 - MIA vs. ORL",L,26:16:00,18,6,13,46.2,0,2,0,6,8,75,2,8,10,1,1,2,0,2,-7,
"Feb 03, 2018 - MIA @ DET",L,23:37,4,2,5,40,0,0,0,0,2,0,1,4,5,0,0,1,0,2,-11,
"Feb 02, 2018 - MIA @ PHI",L,29:11:00,15,5,9,55.6,0,0,0,5,10,50,5,8,13,6,0,0,0,4,9,
"Jan 31, 2018 - MIA @ CLE",L,18:34,9,3,5,60,0,0,0,3,5,60,1,4,5,1,0,0,3,0,-2,
"Jan 29, 2018 - MIA @ DAL",W,19:08,2,1,3,33.3,0,0,0,0,0,0,2,3,5,4,1,1,2,1,0,
"Jan 27, 2018 - MIA vs. CHA",W,25:38:00,8,4,6,66.7,0,0,0,0,0,0,2,10,12,0,1,1,1,1,13,
"Jan 25, 2018 - MIA vs. SAC",L,20:33,6,2,4,50,0,0,0,2,2,100,0,1,1,2,1,1,0,3,10,
"Jan 22, 2018 - MIA @ HOU",L,17:18,7,3,4,75,0,0,0,1,2,50,1,4,5,2,0,0,0,1,-1,
"Jan 20, 2018 - MIA @ CHA",W,23:33,6,3,4,75,0,0,0,0,0,0,2,3,5,5,2,1,1,1,8,
"Jan 19, 2018 - MIA @ BKN",L,14:18,9,3,5,60,0,0,0,3,4,75,1,2,3,2,0,0,1,3,0,
"Jan 17, 2018 - MIA @ MIL",W,18:49,4,2,6,33.3,0,0,0,0,0,0,3,3,6,5,1,0,2,4,-2,
"Jan 15, 2018 - MIA @ CHI",L,18:44,6,2,5,40,0,1,0,2,2,100,2,3,5,0,1,0,1,1,10,
"Jan 14, 2018 - MIA vs. MIL",W,27:51:00,6,2,6,33.3,0,0,0,2,2,100,0,4,4,6,0,0,1,4,10,
"Jan 10, 2018 - MIA @ IND",W,31:11:00,15,4,9,44.4,0,1,0,7,9,77.8,0,2,2,5,1,0,1,2,-9,
"Jan 09, 2018 - MIA @ TOR",W,32:33:00,16,8,14,57.1,0,1,0,0,0,0,5,10,15,3,0,5,0,3,9,
"Jan 07, 2018 - MIA vs. UTA",W,7:18,4,1,1,100,0,0,0,2,3,66.7,1,1,2,0,0,0,1,1,-2,
"Jan 05, 2018 - MIA vs. NYK",W,14:53,2,0,0,0,0,0,0,2,2,100,1,6,7,2,0,0,1,0,-5,
"Jan 03, 2018 - MIA vs. DET",W,10:14,0,0,4,0,0,0,0,0,0,0,1,2,3,1,0,0,1,0,-5,
