Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,#ERROR!,Team
"Jan 07, 2017 - UTA @ MIN",W,31:15:00,12,5,10,50,0,0,0,2,3,66.7,7,6,13,1,1,4,1,5,5,
"Jan 05, 2017 - UTA @ TOR",L,35:48:00,15,3,10,30,0,0,0,9,10,90,7,9,16,0,0,3,2,3,-8,
"Jan 03, 2017 - UTA @ BOS",L,34:19:00,8,3,8,37.5,0,0,0,2,2,100,5,8,13,0,0,1,1,1,-18,
"Jan 02, 2017 - UTA @ BKN",W,37:38:00,15,5,10,50,0,0,0,5,9,55.6,7,9,16,2,1,3,2,4,17,
"Dec 31, 2016 - UTA vs. PHX",W,37:24:00,18,7,8,87.5,0,0,0,4,5,80,2,11,13,0,0,3,2,1,8,
"Dec 29, 2016 - UTA vs. PHI",W,33:25:00,9,3,5,60,0,0,0,3,11,27.3,2,11,13,2,2,2,1,1,12,
"Dec 27, 2016 - UTA @ LAL",W,37:15:00,12,4,6,66.7,0,1,0,4,8,50,6,5,11,1,1,2,6,4,9,
"Apr 11, 2016 - UTA vs. DAL",L,11:48,2,0,1,0,0,0,0,2,4,50,3,3,6,2,0,0,0,0,-3,
"Apr 10, 2016 - UTA @ DEN",W,37:32:00,16,5,7,71.4,0,0,0,6,11,54.5,5,9,14,1,0,6,1,4,23,
"Apr 08, 2016 - UTA vs. LAC",L,24:28:00,7,3,3,100,0,0,0,1,4,25,4,3,7,1,0,0,1,0,-4,
"Apr 05, 2016 - UTA vs. SAS",L,33:22:00,4,0,2,0,0,0,0,4,6,66.7,3,7,10,2,1,2,4,3,-4,
"Apr 03, 2016 - UTA @ PHX",W,24:29:00,12,5,8,62.5,0,0,0,2,2,100,1,4,5,0,2,2,1,4,11,
"Apr 01, 2016 - UTA vs. MIN",W,35:54:00,10,4,4,100,0,0,0,2,6,33.3,7,7,14,0,1,3,3,0,7,
"Mar 30, 2016 - UTA vs. GSW",L,37:47:00,11,5,10,50,0,0,0,1,4,25,4,14,18,2,0,2,1,4,0,
"Mar 28, 2016 - UTA vs. LAL",W,27:57:00,8,3,8,37.5,0,0,0,2,4,50,4,15,19,4,0,2,0,3,36,
"Mar 26, 2016 - UTA @ MIN",W,31:29:00,5,2,3,66.7,0,0,0,1,2,50,2,9,11,0,0,5,3,2,-7,
"Mar 24, 2016 - UTA @ OKC",L,16:17,4,1,2,50,0,0,0,2,4,50,1,5,6,0,0,1,1,3,-10,
