Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,#ERROR!,Team
"Mar 22, 2023 - GSW @ DAL",W,24:16:00,14,4,10,40,4,10,40,2,2,100,1,2,3,1,2,0,4,1,7,
"Mar 20, 2023 - GSW @ HOU",W,19:15,5,1,6,16.7,1,5,20,2,2,100,1,2,3,2,3,0,3,2,0,
"Mar 18, 2023 - GSW @ MEM",L,22:31,3,1,3,33.3,1,2,50,0,0,0,2,3,5,7,0,0,3,2,-10,
"Mar 17, 2023 - GSW @ ATL",L,35:49:00,18,6,13,46.2,3,9,33.3,3,4,75,0,3,3,6,1,0,0,0,-6,
"Mar 15, 2023 - GSW @ LAC",L,32:52:00,10,4,10,40,2,7,28.6,0,0,0,1,5,6,3,1,0,1,4,-12,
"Mar 13, 2023 - GSW vs. PHX",W,31:00:00,10,4,9,44.4,2,6,33.3,0,0,0,0,0,0,3,0,0,2,3,3,
"Mar 11, 2023 - GSW vs. MIL",W,37:14:00,20,7,16,43.8,6,12,50,0,0,0,2,8,10,3,2,1,1,3,19,
"Mar 09, 2023 - GSW @ MEM",L,21:26,2,1,5,20,0,4,0,0,0,0,1,1,2,1,0,0,1,1,-25,
"Mar 07, 2023 - GSW @ OKC",L,33:12:00,7,2,8,25,1,6,16.7,2,2,100,3,3,6,7,3,0,2,5,-10,
"Mar 05, 2023 - GSW @ LAL",L,37:01:00,11,2,8,25,2,6,33.3,5,5,100,1,6,7,6,0,1,0,3,2,
"Mar 03, 2023 - GSW vs. NOP",W,31:54:00,3,1,3,33.3,1,3,33.3,0,0,0,2,5,7,6,1,0,2,4,1,
"Mar 02, 2023 - GSW vs. LAC",W,31:24:00,5,2,10,20,1,6,16.7,0,0,0,5,6,11,0,2,2,1,1,22,
"Feb 28, 2023 - GSW vs. POR",W,32:44:00,21,8,11,72.7,5,7,71.4,0,0,0,3,1,4,3,0,0,1,0,15,
"Feb 26, 2023 - GSW vs. MIN",W,38:10:00,21,7,13,53.8,4,9,44.4,3,4,75,2,6,8,5,4,0,3,0,9,
"Feb 24, 2023 - GSW vs. HOU",W,35:14:00,15,5,9,55.6,5,9,55.6,0,0,0,0,3,3,4,0,0,2,0,14,
"Feb 23, 2023 - GSW @ LAL",L,24:01:00,5,2,7,28.6,1,6,16.7,0,0,0,0,3,3,1,3,1,1,3,-9,
"Feb 14, 2023 - GSW @ LAC",L,29:15:00,10,3,6,50,2,4,50,2,2,100,1,0,1,4,1,0,1,3,-18,
"Feb 13, 2023 - GSW vs. WAS",W,25:20:00,17,6,9,66.7,5,8,62.5,0,0,0,0,1,1,3,2,0,3,1,-7,
"Feb 11, 2023 - GSW vs. LAL",L,25:41:00,5,2,8,25,1,5,20,0,0,0,0,0,0,3,1,1,3,3,-2,
"Feb 08, 2023 - GSW @ POR",L,30:20:00,18,6,12,50,5,10,50,1,1,100,0,2,2,2,3,0,2,0,-4,
"Feb 06, 2023 - GSW vs. OKC",W,27:45:00,14,5,10,50,4,8,50,0,0,0,2,2,4,7,0,0,0,3,7,
"Feb 04, 2023 - GSW vs. DAL",W,23:56,13,5,7,71.4,3,5,60,0,0,0,0,2,2,2,2,0,2,2,-5,
"Feb 02, 2023 - GSW @ DEN",L,21:53,14,5,7,71.4,4,5,80,0,0,0,0,2,2,1,1,0,3,1,-14,
