Match Up,W/L,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,#ERROR!,Team 
"Mar 02, 2024 - POR @ MEM",W,44:55:00,30,10,23,43.5,4,9,44.4,6,7,85.7,1,6,7,7,0,0,4,1,10,
"Mar 01, 2024 - POR @ MEM",W,25:44:00,7,3,9,33.3,1,4,25,0,0,0,2,3,5,8,0,0,2,0,12,
"Feb 27, 2024 - POR vs. MIA",L,40:34:00,26,10,26,38.5,4,11,36.4,2,2,100,0,1,1,4,0,0,4,3,-12,
"Feb 25, 2024 - POR vs. CHA",L,34:53:00,10,4,21,19,0,8,0,2,2,100,0,4,4,0,0,0,4,3,-21,
"Feb 23, 2024 - POR vs. DEN",L,36:28:00,21,8,15,53.3,3,6,50,2,2,100,0,3,3,8,1,0,1,4,-24,
"Feb 15, 2024 - POR vs. MIN",L,32:47:00,12,4,15,26.7,3,8,37.5,1,1,100,0,5,5,6,0,0,5,5,-18,
"Feb 13, 2024 - POR vs. MIN",L,32:16:00,20,6,19,31.6,4,10,40,4,4,100,0,3,3,5,1,0,3,4,-16,
"Feb 08, 2024 - POR vs. DET",L,25:18:00,29,9,19,47.4,4,12,33.3,7,7,100,0,2,2,5,0,0,2,2,22,
"Feb 04, 2024 - POR @ DEN",L,38:42:00,26,8,18,44.4,4,8,50,6,6,100,0,6,6,9,1,0,4,0,-1,
"Feb 02, 2024 - POR @ DEN",L,36:51:00,29,11,23,47.8,4,10,40,3,4,75,1,3,4,4,2,0,2,2,-20,
"Jan 31, 2024 - POR vs. MIL",W,38:28:00,24,10,19,52.6,4,9,44.4,0,0,0,0,3,3,5,0,0,3,0,-11,
"Jan 29, 2024 - POR vs. PHI",W,28:07:00,15,6,12,50,1,7,14.3,2,2,100,1,0,1,6,0,1,1,3,26,
"Jan 28, 2024 - POR vs. CHI",L,35:11:00,11,4,15,26.7,2,7,28.6,1,1,100,2,5,7,8,0,0,1,5,-8,
"Jan 26, 2024 - POR @ SAS",L,40:51:00,40,14,27,51.9,7,15,46.7,5,5,100,0,2,2,10,1,0,5,3,-5,
"Jan 24, 2024 - POR @ HOU",W,40:44:00,33,13,20,65,4,9,44.4,3,3,100,2,4,6,5,0,0,3,3,15,
"Jan 23, 2024 - POR @ OKC",L,33:07:00,17,5,12,41.7,4,9,44.4,3,4,75,0,3,3,5,0,1,4,3,-15,
"Jan 21, 2024 - POR @ LAL",L,30:05:00,19,8,15,53.3,3,7,42.9,0,0,0,0,2,2,3,0,0,4,4,-24,
"Jan 17, 2024 - POR vs. BKN",W,38:46:00,20,8,20,40,1,7,14.3,3,4,75,0,4,4,4,0,0,0,2,11,
"Jan 14, 2024 - POR vs. PHX",L,40:55:00,28,8,18,44.4,6,12,50,6,7,85.7,0,5,5,5,0,0,3,2,-11,
"Jan 12, 2024 - POR @ MIN",L,28:49:00,5,0,10,0,0,2,0,5,5,100,0,2,2,3,0,1,3,0,-35,
"Jan 11, 2024 - POR @ OKC",L,20:09,14,4,13,30.8,4,8,50,2,4,50,1,2,3,2,0,0,3,2,-36,
"Jan 09, 2024 - POR @ NYK",L,26:40:00,12,4,14,28.6,2,7,28.6,2,2,100,0,4,4,3,0,0,3,2,-26,
"Jan 07, 2024 - POR @ BKN",W,45:23:00,38,13,25,52,5,10,50,7,8,87.5,0,4,4,11,0,0,2,2,7,
"Jan 05, 2024 - POR @ DAL",L,23:03,6,1,8,12.5,1,4,25,3,3,100,0,5,5,4,0,0,2,1,-14,
"Jan 03, 2024 - POR @ DAL",L,27:00:00,15,5,16,31.3,1,7,14.3,4,4,100,1,4,5,3,0,0,2,1,-31,
"Dec 26, 2023 - POR vs. SAC",W,34:31:00,29,12,25,48,5,12,41.7,0,0,0,0,4,4,3,1,0,2,2,4,
"Dec 23, 2023 - POR @ GSW",L,34:05:00,25,7,17,41.2,7,13,53.8,4,4,100,0,2,2,2,1,0,1,0,-8,
"Dec 21, 2023 - POR vs. WAS",L,37:50:00,41,15,28,53.6,7,14,50,4,5,80,1,3,4,7,0,0,3,2,-2,
"Dec 19, 2023 - POR vs. PHX",W,37:45:00,23,9,23,39.1,2,7,28.6,3,5,60,0,3,3,7,1,0,1,2,4,
"Dec 17, 2023 - POR vs. GSW",L,35:35:00,24,9,20,45,0,5,0,6,6,100,0,3,3,7,1,0,4,3,-1,
"Dec 16, 2023 - POR vs. DAL",L,35:22:00,33,13,22,59.1,2,8,25,5,5,100,2,6,8,6,2,0,3,2,4,
"Dec 14, 2023 - POR vs. UTA",L,22:24,9,3,8,37.5,2,6,33.3,1,2,50,0,1,1,6,1,0,2,1,-24,
"Dec 11, 2023 - POR @ LAC",L,37:50:00,38,10,23,43.5,5,11,45.5,13,13,100,0,1,1,4,0,1,3,1,-9,
"Dec 08, 2023 - POR vs. DAL",L,35:45:00,30,10,21,47.6,4,10,40,6,6,100,2,3,5,8,1,0,6,4,-10,
"Dec 06, 2023 - POR @ GSW",L,37:24:00,28,10,27,37,6,13,46.2,2,2,100,1,0,1,4,0,0,1,3,2,
"Oct 25, 2023 - POR @ LAC",L,27:22:00,18,6,14,42.9,2,6,33.3,4,4,100,1,1,2,4,2,0,0,2,-27,
"Mar 19, 2023 - POR vs. LAC",L,33:14:00,16,6,15,40,1,7,14.3,3,3,100,1,2,3,6,1,1,2,0,-10,
"Mar 17, 2023 - POR vs. BOS",L,38:32:00,17,5,15,33.3,2,7,28.6,5,8,62.5,0,1,1,4,1,0,1,4,-6,
"Mar 14, 2023 - POR vs. NYK",L,34:25:00,22,7,20,35,3,11,27.3,5,6,83.3,1,0,1,1,0,0,2,2,4,
"Mar 12, 2023 - POR @ NOP",L,24:49:00,17,7,15,46.7,2,7,28.6,1,1,100,0,2,2,4,0,0,1,2,-17,
"Mar 10, 2023 - POR @ PHI",L,29:18:00,34,13,22,59.1,8,12,66.7,0,1,0,0,1,1,2,0,0,0,1,-3,
"Mar 01, 2023 - POR vs. NOP",L,20:04,4,2,9,22.2,0,3,0,0,0,0,1,2,3,1,0,0,1,0,-4,
"Feb 14, 2023 - POR vs. WAS",L,26:30:00,17,6,15,40,1,3,33.3,4,4,100,0,2,2,3,1,0,1,1,-14,
"Feb 13, 2023 - POR vs. LAL",W,27:50:00,14,6,15,40,2,5,40,0,0,0,0,3,3,6,0,0,0,0,11,
"Feb 10, 2023 - POR vs. OKC",L,36:55:00,11,3,14,21.4,1,8,12.5,4,4,100,1,2,3,6,1,0,2,2,-14,
"Feb 08, 2023 - POR vs. GSW",W,35:51:00,11,4,12,33.3,2,7,28.6,1,1,100,0,2,2,6,3,1,4,2,-8,
"Feb 06, 2023 - POR vs. MIL",L,34:43:00,21,8,16,50,1,5,20,4,4,100,0,0,0,5,1,0,2,3,-16,
"Feb 04, 2023 - POR @ CHI",L,37:39:00,27,10,18,55.6,5,12,41.7,2,2,100,0,0,0,5,0,0,1,1,-6,
"Feb 03, 2023 - POR @ WAS",W,36:36:00,33,11,19,57.9,9,12,75,2,2,100,1,4,5,6,1,0,1,1,11,
"Feb 01, 2023 - POR @ MEM",W,32:40:00,26,10,18,55.6,3,7,42.9,3,3,100,0,2,2,4,0,0,3,4,11,
"Jan 30, 2023 - POR vs. ATL",W,32:57:00,21,8,12,66.7,5,8,62.5,0,0,0,0,1,1,7,0,1,1,1,-2,
"Jan 28, 2023 - POR vs. TOR",L,40:28:00,14,7,12,58.3,0,2,0,0,0,0,1,4,5,4,0,0,3,4,-15,
"Jan 25, 2023 - POR vs. UTA",W,38:53:00,16,5,15,33.3,2,8,25,4,5,80,0,4,4,9,1,0,3,3,8,
"Jan 23, 2023 - POR vs. SAS",W,28:54:00,26,9,15,60,4,7,57.1,4,4,100,0,1,1,1,1,0,0,1,8,
"Jan 22, 2023 - POR vs. LAL",L,38:36:00,31,12,20,60,7,13,53.8,0,0,0,0,0,0,2,0,0,3,4,-1,
"Jan 19, 2023 - POR vs. PHI",L,35:37:00,16,6,15,40,2,7,28.6,2,2,100,0,1,1,3,0,0,5,1,-11,
