By Year,TEAM,GP,MIN,PTSÂ OFFÂ TO,2ndÂ PTS,FBPs,PITP,Opp,Opp,Opp,Opp,BLK,BLKA,PF,PFD,player_name,player_id
2024-25,NOP,23,34.1,4.1,1.8,4.0,7.1,14.3,10.3,14.9,38.3,0.7,0.5,2.3,3.2,Trey Murphy III,40
2023-24,NOP,57,29.7,2.4,1.4,3.1,3.5,8.9,7.2,7.9,28.8,0.5,0.3,1.2,1.8,Trey Murphy III,40
2022-23,NOP,79,31.0,3.2,1.5,3.5,4.4,12,8.5,9,32.9,0.5,0.3,2.0,1.6,Trey Murphy III,40
2021-22,NOP,62,13.9,1.0,1.2,0.9,1.2,4.9,3.5,3.7,12.8,0.1,0.2,1.0,0.7,Trey Murphy III,40
