By Year,TEAM,GP,MIN,PTSÂ OFFÂ TO,2ndÂ PTS,FBPs,PITP,Opp,Opp,Opp,Opp,BLK,BLKA,PF,PFD,player_name,player_id
2024-25,PHI,25,37.4,6.4,1.8,4.8,10.3,13.1,10,11.9,38.3,0.4,1.4,2.4,4.3,Tyrese Maxey,11
2023-24,PHI,70,37.5,4.7,1.6,4.0,10.7,10.4,10.7,12.5,39.7,0.5,1.3,2.2,4.1,Tyrese Maxey,11
2022-23,PHI,60,33.6,3.4,0.8,3.9,7.7,11.2,7.6,10.3,33,0.1,0.6,2.2,2.7,Tyrese Maxey,11
2021-22,PHI,75,35.3,3.3,0.8,3.3,7.6,10.2,9.6,11.3,35.9,0.4,0.7,2.1,2.4,Tyrese Maxey,11
2020-21,PHI,61,15.3,1.5,0.6,1.4,4.2,5.4,4.1,4.8,14.8,0.2,0.4,1.3,1.0,Tyrese Maxey,11
