By Year,TEAM,GP,MIN,PTSÂ OFFÂ TO,2ndÂ PTS,FBPs,PITP,Opp,Opp,Opp,Opp,BLK,BLKA,PF,PFD,player_name,player_id
2024-25,ORL,5,36.4,5.0,5.2,3.4,11.6,14.8,7,12,34.8,0.8,1.2,2.6,7.4,Paolo Banchero,5
2023-24,ORL,80,35.0,3.9,2.3,3.0,9.7,11.7,9.1,10.7,35,0.6,1.1,1.9,4.8,Paolo Banchero,5
2022-23,ORL,72,33.7,3.1,2.0,2.7,8.5,12.5,9.7,9.4,34.5,0.5,1.3,2.2,5.0,Paolo Banchero,5
