By Year,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,player_name,player_id
2024-25,TOR,30,31.7,112.7,116.3,-3.6,9.5,1.23,10.9,2.5,8.3,5.4,8.8,49.6,54.6,22.5,101.66,7.7,Gradey Dickerson,70
2023-24,TOR,60,21.1,105.1,119.1,-13.9,7.8,1.36,11.6,2.0,8.5,5.1,8.6,52.4,54.6,16.7,102.01,5.9,Gradey Dickerson,70
