By Year,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-,player_name,player_id
2024-25,WAS,17,26.4,15.1,6.2,13.7,45.5,1.1,4.2,26.8,1.5,2.5,58.1,0.6,4.8,5.4,2.1,2.2,0.6,0.2,1.6,25.1,1,0,-8.7,Kyle Kuzma,90
2023-24,WAS,70,32.6,22.2,8.7,18.8,46.3,2.2,6.4,33.6,2.7,3.4,77.5,0.9,5.7,6.6,4.2,2.7,0.5,0.7,2.2,37.4,14,0,-8.0,Kyle Kuzma,90
2022-23,WAS,64,35.0,21.2,8.0,17.8,44.8,2.5,7.5,33.3,2.7,3.7,73.0,0.9,6.4,7.2,3.7,3.0,0.6,0.5,2.3,35.6,14,1,0.2,Kyle Kuzma,90
2021-22,WAS,66,33.4,17.1,6.4,14.2,45.2,1.9,5.7,34.1,2.4,3.3,71.2,1.1,7.4,8.5,3.5,2.6,0.6,0.9,1.9,34.6,24,1,-4.3,Kyle Kuzma,90
2020-21,LAL,68,28.7,12.9,4.9,11.1,44.3,2.0,5.6,36.1,1.0,1.4,69.1,1.6,4.5,6.1,1.9,1.7,0.5,0.6,1.8,24.7,13,0,0.0,Kyle Kuzma,90
2019-20,LAL,61,25.0,12.8,4.8,11.0,43.6,1.4,4.5,31.6,1.9,2.5,73.5,0.9,3.6,4.5,1.3,1.5,0.5,0.4,2.1,21.3,2,0,3.0,Kyle Kuzma,90
2018-19,LAL,70,33.1,18.7,7.1,15.5,45.6,1.8,6.0,30.3,2.7,3.6,75.2,0.9,4.6,5.5,2.5,1.9,0.6,0.4,2.4,30.0,4,0,-0.8,Kyle Kuzma,90
2017-18,LAL,77,31.2,16.1,6.1,13.5,45.0,2.1,5.6,36.6,1.9,2.7,70.7,1.1,5.1,6.3,1.8,1.8,0.6,0.4,2.1,27.8,17,0,-1.6,Kyle Kuzma,90
