By Year,TEAM,GP,MIN,OffRtg,DefRtg,NetRtg,AST%,AST/TO,AST Ratio,OREB%,DREB%,REB%,TO Ratio,eFG%,TS%,USG%,PACE,PIE,player_name,player_id
2024-25,TOR,23,34.2,104.9,113.3,-8.4,30.9,1.74,22.8,4.5,18.2,11.2,13.1,51.8,55.0,26.1,103.69,13.8,Scottie Barnes,45
2023-24,TOR,60,34.9,112.6,115.8,-3.2,25.3,2.2,23.1,6.4,16.7,11.5,10.5,52.8,56.6,24.0,101.17,13.2,Scottie Barnes,45
2022-23,TOR,77,34.8,114.8,111.6,3.2,19.5,2.41,22.5,6.3,13.5,9.7,9.4,48.7,52.4,20.0,98.71,10.3,Scottie Barnes,45
2021-22,TOR,74,35.4,110.2,108.4,1.8,15.0,1.88,18.1,6.8,14.1,10.2,9.6,52.4,55.2,18.7,97.03,10.9,Scottie Barnes,45
