By Year,TEAM,GP,MIN,%FGA,%FGA,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,2FGM,2FGM,3FGM,3FGM,FGM,FGM,player_name,player_id
2024-25,SAS,28,32.9,51,49,45.8,8.4,39,7.5,15.2,15.2,37.4,65.9,34.1,87.1,12.9,73.5,26.5,Victor Wembanyama,12
2023-24,SAS,71,29.7,66.8,33.2,55.6,8.4,25.2,12.3,19.2,14.7,47.2,72.8,27.2,79.7,20.3,74.4,25.6,Victor Wembanyama,12
