By Year,TEAM,GP,MIN,%FGA,%FGA,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,2FGM,2FGM,3FGM,3FGM,FGM,FGM,player_name,player_id
2024-25,CLE,34,30.0,54.1,45.9,43,9.8,43,13.8,14,17.4,33.3,33.3,66.7,60,40,44,56,Darius Garland,44
2023-24,CLE,57,33.3,57.7,42.3,47.3,9.9,38.5,12.5,14.2,13.3,37.4,34.6,65.4,65.2,34.8,45.3,54.7,Darius Garland,44
2022-23,CLE,69,35.5,63.5,36.5,47.4,11.1,34,9.9,18.6,18.6,36.2,28.6,71.4,58,42,38.1,61.9,Darius Garland,44
2021-22,CLE,68,35.7,61.3,38.7,50,14,35.4,8.6,14.6,14.1,36,26.1,73.9,48.9,51.1,33.4,66.6,Darius Garland,44
2020-21,CLE,54,33.1,66.8,33.2,54.6,8.5,33.5,11.2,11.9,15.2,46.1,30.7,69.3,70.5,29.5,42.3,57.7,Darius Garland,44
2019-20,CLE,59,30.9,57.7,42.3,48.1,15.9,43.3,8.9,8.6,14,32.1,28,72,73.3,26.7,45,55,Darius Garland,44
