By Year,TEAM,GP,MIN,%FGA,%FGA,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,2FGM,2FGM,3FGM,3FGM,FGM,FGM,player_name,player_id
2024-25,WAS,17,26.4,69.5,30.5,68,7,22.3,22.3,9.7,12.5,60.9,56.3,43.7,73.7,26.3,59.4,40.6,Kyle Kuzma,90
2023-24,WAS,70,32.6,65.7,34.3,58.9,7.9,29.2,17.5,11.9,15.4,51,54,46,78.8,21.2,60.2,39.8,Kyle Kuzma,90
2022-23,WAS,64,35.0,57.9,42.1,51.9,5.7,35.4,15.2,12.7,11,46.1,46.6,53.4,78.1,21.9,56.4,43.6,Kyle Kuzma,90
2021-22,WAS,66,33.4,59.9,40.1,52.2,8,34,10.3,13.8,10.9,44.2,49.2,50.8,88.3,11.7,61,39,Kyle Kuzma,90
2020-21,LAL,68,28.7,49.8,50.2,45.3,6.2,47,16.2,7.7,16.5,39.1,54.5,45.5,92.7,7.3,70.1,29.9,Kyle Kuzma,90
2019-20,LAL,61,25.0,59.3,40.7,52.4,8.2,33,18.4,14.6,18.8,44.2,60.5,39.5,93,7,70.1,29.9,Kyle Kuzma,90
2018-19,LAL,70,33.1,61.2,38.8,56.3,6,29.4,18.4,14.3,13.7,50.3,61.4,38.6,92.2,7.8,69.4,30.6,Kyle Kuzma,90
2017-18,LAL,77,31.2,58.2,41.8,49.8,6.9,38.4,16.3,11.8,14.3,42.8,53.1,46.9,88.1,11.9,65,35,Kyle Kuzma,90
