By Year,TEAM,GP,MIN,%FGA,%FGA,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,2FGM,2FGM,3FGM,3FGM,FGM,FGM,player_name,player_id
2024-25,IND,37,33.0,67.6,32.4,51.2,6.2,26.7,24.5,22.1,17.3,45.1,58.2,41.8,72.7,27.3,62,38,Bennedict Mathurin,74
2023-24,IND,59,26.1,67.7,32.3,50.5,8.2,28,15.9,21.5,17.2,42.3,58.3,41.7,75,25,62.8,37.2,Bennedict Mathurin,74
2022-23,IND,78,28.5,67.4,32.6,48.1,5.2,23,21.3,28.9,15.8,42.9,60.1,39.9,74,26,63.4,36.6,Bennedict Mathurin,74
