By Year,TEAM,GP,MIN,%FGA,%FGA,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,2FGM,2FGM,3FGM,3FGM,FGM,FGM,player_name,player_id
2024-25,OKC,35,32.5,70.4,29.6,61.7,12.8,25.8,18.5,12.5,22.2,48.9,44.1,55.9,79,21,51.8,48.2,Jalen Williams,39
2023-24,OKC,71,31.3,75.7,24.3,63.9,12,22.8,15,13.3,19.2,52,40.4,59.6,74.8,25.2,47,53,Jalen Williams,39
2022-23,OKC,75,30.3,74.2,25.8,64.6,4.5,20.7,13.8,14.7,20.5,60,41.6,58.4,90.4,9.6,50.2,49.8,Jalen Williams,39
