By Year,TEAM,GP,MIN,%FGA,%FGA,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,%PTS,2FGM,2FGM,3FGM,3FGM,FGM,FGM,player_name,player_id
2024-25,ORL,34,29.0,49.9,50.1,42.9,8.2,39.7,14.8,17.4,19.5,34.7,21.7,78.3,77,23,42.8,57.2,Jalen Suggs,75
2023-24,ORL,75,27.0,46.1,53.9,38.8,5.1,48.7,16.9,12.5,20.7,33.7,48.6,51.4,86.9,13.1,66.1,33.9,Jalen Suggs,75
2022-23,ORL,53,23.5,54.5,45.5,45.8,8.4,37.8,15.5,16.4,15.3,37.4,31.7,68.3,71.2,28.8,45.7,54.3,Jalen Suggs,75
2021-22,ORL,48,27.2,64.2,35.8,55.3,7.4,22.3,17.7,22.4,16.1,47.9,36.5,63.5,66.7,33.3,42.9,57.1,Jalen Suggs,75
