By Year,TEAM,GP,MIN,USG%,%FGM,%FGA,%3PM,%3PA,%FTM,%FTA,%OREB,%DREB,%REB,%AST,%TOV,%STL,%BLK,%BLKA,%PF,%PFD,%PTS,player_name,player_id
2024-25,SAS,28,920,31.6,33,32.3,32.1,31.6,34.3,32.6,28.3,34.7,33.4,18.9,34.0,20.4,71.9,20.5,21.0,42.5,33.1,Victor Wembanyama,12
2023-24,SAS,71,2106,31.2,30,30.2,23.1,24.3,43.7,43.1,35.6,38.9,38.2,20.2,37.3,27.4,70.8,15.2,22.9,45.2,31.1,Victor Wembanyama,12
